"","V1","V2","V3"
"1586.5",1586.5,0.01615,-0.2907
"1586.5278",1586.5278,0.015475,-0.27855
"1586.5556",1586.5556,0.01485,-0.2673
"1586.5833",1586.5833,0.01425,-0.2565
"1586.6111",1586.6111,0.013675,-0.24615
"1586.6389",1586.6389,0.0131,-0.2358
"1586.6667",1586.6667,0.012575,-0.22635
"1586.6944",1586.6944,0.01205,-0.2169
"1586.7222",1586.7222,0.011575,-0.20835
"1586.75",1586.75,0.0111,-0.1998
"1586.7778",1586.7778,0.01065,-0.1917
"1586.8056",1586.8056,0.0102,-0.1836
"1586.8333",1586.8333,0.0098,-0.1764
"1586.8611",1586.8611,0.0094,-0.1692
"1586.8889",1586.8889,0.009,-0.162
"1586.9167",1586.9167,0.00865,-0.1557
"1586.9444",1586.9444,0.0083,-0.1494
"1586.9722",1586.9722,0.00795,-0.1431
"1587",1587,0.007625,-0.13725
"1587.0278",1587.0278,0.007325,-0.13185
"1587.0556",1587.0556,0.007025,-0.12645
"1587.0833",1587.0833,0.006725,-0.12105
"1587.1111",1587.1111,0.00645,-0.1161
"1587.1389",1587.1389,0.0062,-0.1116
"1587.1667",1587.1667,0.00595,-0.1071
"1587.1944",1587.1944,0.0057,-0.1026
"1587.2222",1587.2222,0.005475,-0.09855
"1587.25",1587.25,0.00525,-0.0945
"1587.2778",1587.2778,0.005025,-0.09045
"1587.3056",1587.3056,0.004825,-0.08685
"1587.3333",1587.3333,0.004625,-0.08325
"1587.3611",1587.3611,0.004425,-0.07965
"1587.3889",1587.3889,0.00425,-0.0765
"1587.4167",1587.4167,0.004075,-0.07335
"1587.4444",1587.4444,0.003925,-0.07065
"1587.4722",1587.4722,0.00375,-0.0675
"1587.5",1587.5,0.0036,-0.0648
"1587.5278",1587.5278,0.00345,-0.0621
"1587.5556",1587.5556,0.003325,-0.05985
"1587.5833",1587.5833,0.003175,-0.05715
"1587.6111",1587.6111,0.00305,-0.0549
"1587.6389",1587.6389,0.002925,-0.05265
"1587.6667",1587.6667,0.0028,-0.0504
"1587.6944",1587.6944,0.0027,-0.0486
"1587.7222",1587.7222,0.002575,-0.04635
"1587.75",1587.75,0.002475,-0.04455
"1587.7778",1587.7778,0.002375,-0.04275
"1587.8056",1587.8056,0.002275,-0.04095
"1587.8333",1587.8333,0.002175,-0.03915
"1587.8611",1587.8611,0.0021,-0.0378
"1587.8889",1587.8889,0.002,-0.036
"1587.9167",1587.9167,0.001925,-0.03465
"1587.9444",1587.9444,0.00185,-0.0333
"1587.9722",1587.9722,0.001775,-0.03195
"1588",1588,0.00445,-0.0801
"1588.0278",1588.0278,0.00645,-0.1161
"1588.0556",1588.0556,0.008475,-0.15255
"1588.0833",1588.0833,0.010475,-0.18855
"1588.1111",1588.1111,0.0125,-0.225
"1588.1389",1588.1389,0.0145,-0.261
"1588.1667",1588.1667,0.016525,-0.29745
"1588.1944",1588.1944,0.01855,-0.3339
"1588.2222",1588.2222,0.020575,-0.37035
"1588.25",1588.25,0.0219,-0.3942
"1588.2778",1588.2778,0.02185,-0.3933
"1588.3056",1588.3056,0.0218,-0.3924
"1588.3333",1588.3333,0.02175,-0.3915
"1588.3611",1588.3611,0.021725,-0.39105
"1588.3889",1588.3889,0.021675,-0.39015
"1588.4167",1588.4167,0.021625,-0.38925
"1588.4444",1588.4444,0.020775,-0.37395
"1588.4722",1588.4722,0.019075,-0.34335
"1588.5",1588.5,0.0183,-0.3294
"1588.5278",1588.5278,0.01755,-0.3159
"1588.5556",1588.5556,0.016825,-0.30285
"1588.5833",1588.5833,0.01615,-0.2907
"1588.6111",1588.6111,0.0155,-0.279
"1588.6389",1588.6389,0.01485,-0.2673
"1588.6667",1588.6667,0.01425,-0.2565
"1588.6944",1588.6944,0.013675,-0.24615
"1588.7222",1588.7222,0.0131,-0.2358
"1588.75",1588.75,0.012575,-0.22635
"1588.7778",1588.7778,0.012075,-0.21735
"1588.8056",1588.8056,0.011575,-0.20835
"1588.8333",1588.8333,0.0111,-0.1998
"1588.8611",1588.8611,0.01065,-0.1917
"1588.8889",1588.8889,0.0102,-0.1836
"1588.9167",1588.9167,0.0098,-0.1764
"1588.9444",1588.9444,0.0094,-0.1692
"1588.9722",1588.9722,0.009,-0.162
"1589",1589,0.00865,-0.1557
"1589.0278",1589.0278,0.0083,-0.1494
"1589.0556",1589.0556,0.00795,-0.1431
"1589.0833",1589.0833,0.007625,-0.13725
"1589.1111",1589.1111,0.007325,-0.13185
"1589.1389",1589.1389,0.007025,-0.12645
"1589.1667",1589.1667,0.006725,-0.12105
"1589.1944",1589.1944,0.00645,-0.1161
"1589.2222",1589.2222,0.0062,-0.1116
"1589.25",1589.25,0.00595,-0.1071
"1589.2778",1589.2778,0.0057,-0.1026
"1589.3056",1589.3056,0.005475,-0.09855
"1589.3333",1589.3333,0.00525,-0.0945
"1589.3611",1589.3611,0.005025,-0.09045
"1589.3889",1589.3889,0.004825,-0.08685
"1589.4167",1589.4167,0.004625,-0.08325
"1589.4444",1589.4444,0.00445,-0.0801
"1589.4722",1589.4722,0.00425,-0.0765
"1589.5",1589.5,0.004075,-0.07335
"1589.5278",1589.5278,0.003925,-0.07065
"1589.5556",1589.5556,0.00375,-0.0675
"1589.5833",1589.5833,0.0036,-0.0648
"1589.6111",1589.6111,0.00345,-0.0621
"1589.6389",1589.6389,0.003325,-0.05985
"1589.6667",1589.6667,0.003175,-0.05715
"1589.6944",1589.6944,0.00305,-0.0549
"1589.7222",1589.7222,0.002925,-0.05265
"1589.75",1589.75,0.0028,-0.0504
"1589.7778",1589.7778,0.0027,-0.0486
"1589.8056",1589.8056,0.002575,-0.04635
"1589.8333",1589.8333,0.002475,-0.04455
"1589.8611",1589.8611,0.002375,-0.04275
"1589.8889",1589.8889,0.002275,-0.04095
"1589.9167",1589.9167,0.002175,-0.03915
"1589.9444",1589.9444,0.0021,-0.0378
"1589.9722",1589.9722,0.002,-0.036
"1590",1590,0.001925,-0.03465
"1590.0278",1590.0278,0.00185,-0.0333
"1590.0556",1590.0556,0.001775,-0.03195
"1590.0833",1590.0833,0.0017,-0.0306
"1590.1111",1590.1111,0.001625,-0.02925
"1590.1389",1590.1389,0.001575,-0.02835
"1590.1667",1590.1667,0.0015,-0.027
"1590.1944",1590.1944,0.00145,-0.0261
"1590.2222",1590.2222,0.001375,-0.02475
"1590.25",1590.25,0.001325,-0.02385
"1590.2778",1590.2778,0.001275,-0.02295
"1590.3056",1590.3056,0.001225,-0.02205
"1590.3333",1590.3333,0.001175,-0.02115
"1590.3611",1590.3611,0.001125,-0.02025
"1590.3889",1590.3889,0.001075,-0.01935
"1590.4167",1590.4167,0.001025,-0.01845
"1590.4444",1590.4444,0.001,-0.018
"1590.4722",1590.4722,0.00095,-0.0171
"1590.5",1590.5,9e-04,-0.0162
"1590.5278",1590.5278,0.000875,-0.01575
"1590.5556",1590.5556,0.00085,-0.0153
"1590.5833",1590.5833,8e-04,-0.0144
"1590.6111",1590.6111,0.000775,-0.01395
"1590.6389",1590.6389,0.00075,-0.0135
"1590.6667",1590.6667,7e-04,-0.0126
"1590.6944",1590.6944,0.000675,-0.01215
"1590.7222",1590.7222,0.00065,-0.0117
"1590.75",1590.75,0.000625,-0.01125
"1590.7778",1590.7778,6e-04,-0.0108
"1590.8056",1590.8056,0.000575,-0.01035
"1590.8333",1590.8333,0.00055,-0.0099
"1590.8611",1590.8611,0.000525,-0.00945
"1590.8889",1590.8889,5e-04,-0.009
"1590.9167",1590.9167,5e-04,-0.009
"1590.9444",1590.9444,0.000475,-0.00855
"1590.9722",1590.9722,0.00045,-0.0081
"1591",1591,0.003175,-0.05715
"1591.0278",1591.0278,0.004575,-0.08235
"1591.0556",1591.0556,0.00595,-0.1071
"1591.0833",1591.0833,0.0073,-0.1314
"1591.1111",1591.1111,0.0087,-0.1566
"1591.1389",1591.1389,0.010075,-0.18135
"1591.1667",1591.1667,0.01145,-0.2061
"1591.1944",1591.1944,0.012825,-0.23085
"1591.2222",1591.2222,0.0142,-0.2556
"1591.25",1591.25,0.01425,-0.2565
"1591.2778",1591.2778,0.014225,-0.25605
"1591.3056",1591.3056,0.014225,-0.25605
"1591.3333",1591.3333,0.0142,-0.2556
"1591.3611",1591.3611,0.0142,-0.2556
"1591.3889",1591.3889,0.0142,-0.2556
"1591.4167",1591.4167,0.014175,-0.25515
"1591.4444",1591.4444,0.013375,-0.24075
"1591.4722",1591.4722,0.012825,-0.23085
"1591.5",1591.5,0.0123,-0.2214
"1591.5278",1591.5278,0.0118,-0.2124
"1591.5556",1591.5556,0.011325,-0.20385
"1591.5833",1591.5833,0.01085,-0.1953
"1591.6111",1591.6111,0.010425,-0.18765
"1591.6389",1591.6389,0.01,-0.18
"1591.6667",1591.6667,0.009575,-0.17235
"1591.6944",1591.6944,0.0092,-0.1656
"1591.7222",1591.7222,0.008825,-0.15885
"1591.75",1591.75,0.00845,-0.1521
"1591.7778",1591.7778,0.0081,-0.1458
"1591.8056",1591.8056,0.007775,-0.13995
"1591.8333",1591.8333,0.007475,-0.13455
"1591.8611",1591.8611,0.00715,-0.1287
"1591.8889",1591.8889,0.006875,-0.12375
"1591.9167",1591.9167,0.006575,-0.11835
"1591.9444",1591.9444,0.006325,-0.11385
"1591.9722",1591.9722,0.00605,-0.1089
"1592",1592,0.0058,-0.1044
"1592.0278",1592.0278,0.005575,-0.10035
"1592.0556",1592.0556,0.00535,-0.0963
"1592.0833",1592.0833,0.005125,-0.09225
"1592.1111",1592.1111,0.004925,-0.08865
"1592.1389",1592.1389,0.004725,-0.08505
"1592.1667",1592.1667,0.004525,-0.08145
"1592.1944",1592.1944,0.00435,-0.0783
"1592.2222",1592.2222,0.004175,-0.07515
"1592.25",1592.25,0.004,-0.072
"1592.2778",1592.2778,0.003825,-0.06885
"1592.3056",1592.3056,0.003675,-0.06615
"1592.3333",1592.3333,0.003525,-0.06345
"1592.3611",1592.3611,0.003375,-0.06075
"1592.3889",1592.3889,0.00325,-0.0585
"1592.4167",1592.4167,0.0031,-0.0558
"1592.4444",1592.4444,0.002975,-0.05355
"1592.4722",1592.4722,0.00285,-0.0513
"1592.5",1592.5,0.00275,-0.0495
"1592.5278",1592.5278,0.002625,-0.04725
"1592.5556",1592.5556,0.002525,-0.04545
"1592.5833",1592.5833,0.002425,-0.04365
"1592.6111",1592.6111,0.002325,-0.04185
"1592.6389",1592.6389,0.002225,-0.04005
"1592.6667",1592.6667,0.00215,-0.0387
"1592.6944",1592.6944,0.00205,-0.0369
"1592.7222",1592.7222,0.001975,-0.03555
"1592.75",1592.75,0.001875,-0.03375
"1592.7778",1592.7778,0.0018,-0.0324
"1592.8056",1592.8056,0.001725,-0.03105
"1592.8333",1592.8333,0.001675,-0.03015
"1592.8611",1592.8611,0.0016,-0.0288
"1592.8889",1592.8889,0.001525,-0.02745
"1592.9167",1592.9167,0.001475,-0.02655
"1592.9444",1592.9444,0.0014,-0.0252
"1592.9722",1592.9722,0.00135,-0.0243
"1593",1593,0.0013,-0.0234
"1593.0278",1593.0278,0.00125,-0.0225
"1593.0556",1593.0556,0.0012,-0.0216
"1593.0833",1593.0833,0.00115,-0.0207
"1593.1111",1593.1111,0.0011,-0.0198
"1593.1389",1593.1389,0.00105,-0.0189
"1593.1667",1593.1667,0.001,-0.018
"1593.1944",1593.1944,0.000975,-0.01755
"1593.2222",1593.2222,0.000925,-0.01665
"1593.25",1593.25,9e-04,-0.0162
"1593.2778",1593.2778,0.00085,-0.0153
"1593.3056",1593.3056,0.000825,-0.01485
"1593.3333",1593.3333,0.000775,-0.01395
"1593.3611",1593.3611,0.00075,-0.0135
"1593.3889",1593.3889,0.000725,-0.01305
"1593.4167",1593.4167,7e-04,-0.0126
"1593.4444",1593.4444,0.000675,-0.01215
"1593.4722",1593.4722,0.00065,-0.0117
"1593.5",1593.5,0.008875,-0.15975
"1593.5278",1593.5278,0.012275,-0.22095
"1593.5556",1593.5556,0.015675,-0.28215
"1593.5833",1593.5833,0.019075,-0.34335
"1593.6111",1593.6111,0.0225,-0.405
"1593.6389",1593.6389,0.025875,-0.46575
"1593.6667",1593.6667,0.02925,-0.5265
"1593.6944",1593.6944,0.032675,-0.58815
"1593.7222",1593.7222,0.036075,-0.64935
"1593.75",1593.75,0.0395,-0.711
"1593.7778",1593.7778,0.0429,-0.7722
"1593.8056",1593.8056,0.046275,-0.83295
"1593.8333",1593.8333,0.049725,-0.89505
"1593.8611",1593.8611,0.0531,-0.9558
"1593.8889",1593.8889,0.056525,-1.01745
"1593.9167",1593.9167,0.05995,-1.0791
"1593.9444",1593.9444,0.06335,-1.1403
"1593.9722",1593.9722,0.06675,-1.2015
"1594",1594,0.070175,-1.26315
"1594.0278",1594.0278,0.07355,-1.3239
"1594.0556",1594.0556,0.076975,-1.38555
"1594.0833",1594.0833,0.0797,-1.4346
"1594.1111",1594.1111,0.081975,-1.47555
"1594.1389",1594.1389,0.0824,-1.4832
"1594.1667",1594.1667,0.0824,-1.4832
"1594.1944",1594.1944,0.0824,-1.4832
"1594.2222",1594.2222,0.082375,-1.48275
"1594.25",1594.25,0.082375,-1.48275
"1594.2778",1594.2778,0.082375,-1.48275
"1594.3056",1594.3056,0.08235,-1.4823
"1594.3333",1594.3333,0.0819,-1.4742
"1594.3611",1594.3611,0.081475,-1.46655
"1594.3889",1594.3889,0.080275,-1.44495
"1594.4167",1594.4167,0.07805,-1.4049
"1594.4444",1594.4444,0.075775,-1.36395
"1594.4722",1594.4722,0.073675,-1.32615
"1594.5",1594.5,0.0717,-1.2906
"1594.5278",1594.5278,0.0697,-1.2546
"1594.5556",1594.5556,0.0678,-1.2204
"1594.5833",1594.5833,0.06595,-1.1871
"1594.6111",1594.6111,0.064125,-1.15425
"1594.6389",1594.6389,0.0624,-1.1232
"1594.6667",1594.6667,0.060675,-1.09215
"1594.6944",1594.6944,0.059025,-1.06245
"1594.7222",1594.7222,0.0574,-1.0332
"1594.75",1594.75,0.055825,-1.00485
"1594.7778",1594.7778,0.0543,-0.9774
"1594.8056",1594.8056,0.0528,-0.9504
"1594.8333",1594.8333,0.05135,-0.9243
"1594.8611",1594.8611,0.049975,-0.89955
"1594.8889",1594.8889,0.048575,-0.87435
"1594.9167",1594.9167,0.047275,-0.85095
"1594.9444",1594.9444,0.04595,-0.8271
"1594.9722",1594.9722,0.0447,-0.8046
"1595",1595,0.04345,-0.7821
"1595.0278",1595.0278,0.042275,-0.76095
"1595.0556",1595.0556,0.041125,-0.74025
"1595.0833",1595.0833,0.04,-0.72
"1595.1111",1595.1111,0.038925,-0.70065
"1595.1389",1595.1389,0.03785,-0.6813
"1595.1667",1595.1667,0.036825,-0.66285
"1595.1944",1595.1944,0.035775,-0.64395
"1595.2222",1595.2222,0.034825,-0.62685
"1595.25",1595.25,0.03385,-0.6093
"1595.2778",1595.2778,0.03295,-0.5931
"1595.3056",1595.3056,0.032025,-0.57645
"1595.3333",1595.3333,0.03115,-0.5607
"1595.3611",1595.3611,0.0303,-0.5454
"1595.3889",1595.3889,0.02945,-0.5301
"1595.4167",1595.4167,0.02865,-0.5157
"1595.4444",1595.4444,0.027875,-0.50175
"1595.4722",1595.4722,0.027125,-0.48825
"1595.5",1595.5,0.026375,-0.47475
"1595.5278",1595.5278,0.02565,-0.4617
"1595.5556",1595.5556,0.02495,-0.4491
"1595.5833",1595.5833,0.024275,-0.43695
"1595.6111",1595.6111,0.0236,-0.4248
"1595.6389",1595.6389,0.022925,-0.41265
"1595.6667",1595.6667,0.022325,-0.40185
"1595.6944",1595.6944,0.021725,-0.39105
"1595.7222",1595.7222,0.0211,-0.3798
"1595.75",1595.75,0.020525,-0.36945
"1595.7778",1595.7778,0.019975,-0.35955
"1595.8056",1595.8056,0.019425,-0.34965
"1595.8333",1595.8333,0.0189,-0.3402
"1595.8611",1595.8611,0.018375,-0.33075
"1595.8889",1595.8889,0.017875,-0.32175
"1595.9167",1595.9167,0.017375,-0.31275
"1595.9444",1595.9444,0.016925,-0.30465
"1595.9722",1595.9722,0.01645,-0.2961
"1596",1596,0.01875,-0.3375
"1596.0278",1596.0278,0.0198,-0.3564
"1596.0556",1596.0556,0.020875,-0.37575
"1596.0833",1596.0833,0.021975,-0.39555
"1596.1111",1596.1111,0.02305,-0.4149
"1596.1389",1596.1389,0.024175,-0.43515
"1596.1667",1596.1667,0.025275,-0.45495
"1596.1944",1596.1944,0.0264,-0.4752
"1596.2222",1596.2222,0.02755,-0.4959
"1596.25",1596.25,0.0275,-0.495
"1596.2778",1596.2778,0.027125,-0.48825
"1596.3056",1596.3056,0.026825,-0.48285
"1596.3333",1596.3333,0.026475,-0.47655
"1596.3611",1596.3611,0.02615,-0.4707
"1596.3889",1596.3889,0.025875,-0.46575
"1596.4167",1596.4167,0.025575,-0.46035
"1596.4444",1596.4444,0.024625,-0.44325
"1596.4722",1596.4722,0.0238,-0.4284
"1596.5",1596.5,0.02295,-0.4131
"1596.5278",1596.5278,0.02215,-0.3987
"1596.5556",1596.5556,0.021375,-0.38475
"1596.5833",1596.5833,0.020625,-0.37125
"1596.6111",1596.6111,0.0199,-0.3582
"1596.6389",1596.6389,0.0192,-0.3456
"1596.6667",1596.6667,0.018525,-0.33345
"1596.6944",1596.6944,0.017875,-0.32175
"1596.7222",1596.7222,0.017275,-0.31095
"1596.75",1596.75,0.016675,-0.30015
"1596.7778",1596.7778,0.016075,-0.28935
"1596.8056",1596.8056,0.015525,-0.27945
"1596.8333",1596.8333,0.01495,-0.2691
"1596.8611",1596.8611,0.01445,-0.2601
"1596.8889",1596.8889,0.013975,-0.25155
"1596.9167",1596.9167,0.013475,-0.24255
"1596.9444",1596.9444,0.013025,-0.23445
"1596.9722",1596.9722,0.012575,-0.22635
"1597",1597,0.012125,-0.21825
"1597.0278",1597.0278,0.011725,-0.21105
"1597.0556",1597.0556,0.011325,-0.20385
"1597.0833",1597.0833,0.01095,-0.1971
"1597.1111",1597.1111,0.010575,-0.19035
"1597.1389",1597.1389,0.0102,-0.1836
"1597.1667",1597.1667,0.00985,-0.1773
"1597.1944",1597.1944,0.009525,-0.17145
"1597.2222",1597.2222,0.0092,-0.1656
"1597.25",1597.25,0.0089,-0.1602
"1597.2778",1597.2778,0.008575,-0.15435
"1597.3056",1597.3056,0.0083,-0.1494
"1597.3333",1597.3333,0.008025,-0.14445
"1597.3611",1597.3611,0.007775,-0.13995
"1597.3889",1597.3889,0.007475,-0.13455
"1597.4167",1597.4167,0.007225,-0.13005
"1597.4444",1597.4444,0.006975,-0.12555
"1597.4722",1597.4722,0.00675,-0.1215
"1597.5",1597.5,0.0065,-0.117
"1597.5278",1597.5278,0.006275,-0.11295
"1597.5556",1597.5556,0.0061,-0.1098
"1597.5833",1597.5833,0.0059,-0.1062
"1597.6111",1597.6111,0.005675,-0.10215
"1597.6389",1597.6389,0.005475,-0.09855
"1597.6667",1597.6667,0.005325,-0.09585
"1597.6944",1597.6944,0.005125,-0.09225
"1597.7222",1597.7222,0.005,-0.09
"1597.75",1597.75,0.0048,-0.0864
"1597.7778",1597.7778,0.00465,-0.0837
"1597.8056",1597.8056,0.0045,-0.081
"1597.8333",1597.8333,0.00435,-0.0783
"1597.8611",1597.8611,0.004225,-0.07605
"1597.8889",1597.8889,0.00405,-0.0729
"1597.9167",1597.9167,0.003925,-0.07065
"1597.9444",1597.9444,0.0038,-0.0684
"1597.9722",1597.9722,0.0037,-0.0666
"1598",1598,0.00355,-0.0639
"1598.0278",1598.0278,0.00345,-0.0621
"1598.0556",1598.0556,0.0033,-0.0594
"1598.0833",1598.0833,0.0032,-0.0576
"1598.1111",1598.1111,0.003125,-0.05625
"1598.1389",1598.1389,0.003,-0.054
"1598.1667",1598.1667,0.002925,-0.05265
"1598.1944",1598.1944,0.002825,-0.05085
"1598.2222",1598.2222,0.002725,-0.04905
"1598.25",1598.25,0.002625,-0.04725
"1598.2778",1598.2778,0.00255,-0.0459
"1598.3056",1598.3056,0.002475,-0.04455
"1598.3333",1598.3333,0.002125,-0.03825
"1598.3611",1598.3611,0.00205,-0.0369
"1598.3889",1598.3889,0.001475,-0.02655
"1598.4167",1598.4167,0.00075,-0.0135
"1598.4444",1598.4444,0.000725,-0.01305
"1598.4722",1598.4722,7e-04,-0.0126
"1598.5",1598.5,0.00065,-0.0117
"1598.5278",1598.5278,0.000625,-0.01125
"1598.5556",1598.5556,6e-04,-0.0108
"1598.5833",1598.5833,0.000575,-0.01035
"1598.6111",1598.6111,0.00055,-0.0099
"1598.6389",1598.6389,0.000525,-0.00945
"1598.6667",1598.6667,0.000525,-0.00945
"1598.6944",1598.6944,5e-04,-0.009
"1598.7222",1598.7222,0.000475,-0.00855
"1598.75",1598.75,0.00045,-0.0081
"1598.7778",1598.7778,0.000425,-0.00765
"1598.8056",1598.8056,0.000425,-0.00765
"1598.8333",1598.8333,4e-04,-0.0072
"1598.8611",1598.8611,0.000375,-0.00675
"1598.8889",1598.8889,0.000375,-0.00675
"1598.9167",1598.9167,0.00035,-0.0063
"1598.9444",1598.9444,0.00035,-0.0063
"1598.9722",1598.9722,0.000325,-0.00585
"1599",1599,3e-04,-0.0054
"1599.0278",1599.0278,3e-04,-0.0054
"1599.0556",1599.0556,0.000275,-0.00495
"1599.0833",1599.0833,0.000275,-0.00495
"1599.1111",1599.1111,0.000275,-0.00495
"1599.1389",1599.1389,0.00025,-0.0045
"1599.1667",1599.1667,0.00025,-0.0045
"1599.1944",1599.1944,0.000225,-0.00405
"1599.2222",1599.2222,0.000225,-0.00405
"1599.25",1599.25,0.000225,-0.00405
"1599.2778",1599.2778,2e-04,-0.0036
"1599.3056",1599.3056,2e-04,-0.0036
"1599.3333",1599.3333,2e-04,-0.0036
"1599.3611",1599.3611,0.000175,-0.00315
"1599.3889",1599.3889,0.000175,-0.00315
"1599.4167",1599.4167,0.000175,-0.00315
"1599.4444",1599.4444,0,0
"1599.4722",1599.4722,0,0
"1599.5",1599.5,0,0
"1599.5278",1599.5278,0,0
"1599.5556",1599.5556,0,0
"1599.5833",1599.5833,0,0
"1599.6111",1599.6111,0,0
"1599.6389",1599.6389,0,0
"1599.6667",1599.6667,0,0
"1599.6944",1599.6944,0,0
"1599.7222",1599.7222,0,0
"1599.75",1599.75,0,0
"1599.7778",1599.7778,0,0
"1599.8056",1599.8056,0,0
"1599.8333",1599.8333,0,0
"1599.8611",1599.8611,0,0
"1599.8889",1599.8889,0,0
"1599.9167",1599.9167,0,0
"1599.9444",1599.9444,0,0
"1599.9722",1599.9722,0,0
"1600",1600,0.011,-0.198
"1600.0278",1600.0278,0.02085,-0.3753
"1600.0556",1600.0556,0.030625,-0.55125
"1600.0833",1600.0833,0.040475,-0.72855
"1600.1111",1600.1111,0.050225,-0.90405
"1600.1389",1600.1389,0.060075,-1.08135
"1600.1667",1600.1667,0.0699,-1.2582
"1600.1944",1600.1944,0.0797,-1.4346
"1600.2222",1600.2222,0.089525,-1.61145
"1600.25",1600.25,0.099375,-1.78875
"1600.2778",1600.2778,0.110325,-1.98585
"1600.3056",1600.3056,0.120575,-2.17035
"1600.3333",1600.3333,0.129225,-2.32605
"1600.3611",1600.3611,0.1374,-2.4732
"1600.3889",1600.3889,0.14525,-2.6145
"1600.4167",1600.4167,0.152825,-2.75085
"1600.4444",1600.4444,0.160275,-2.88495
"1600.4722",1600.4722,0.1676,-3.0168
"1600.5",1600.5,0.174775,-3.14595
"1600.5278",1600.5278,0.1819,-3.2742
"1600.5556",1600.5556,0.188925,-3.40065
"1600.5833",1600.5833,0.195925,-3.52665
"1600.6111",1600.6111,0.202875,-3.65175
"1600.6389",1600.6389,0.20645,-3.7161
"1600.6667",1600.6667,0.207225,-3.73005
"1600.6944",1600.6944,0.207225,-3.73005
"1600.7222",1600.7222,0.207225,-3.73005
"1600.75",1600.75,0.207225,-3.73005
"1600.7778",1600.7778,0.207225,-3.73005
"1600.8056",1600.8056,0.207225,-3.73005
"1600.8333",1600.8333,0.207225,-3.73005
"1600.8611",1600.8611,0.207225,-3.73005
"1600.8889",1600.8889,0.207225,-3.73005
"1600.9167",1600.9167,0.203925,-3.67065
"1600.9444",1600.9444,0.199525,-3.59145
"1600.9722",1600.9722,0.1952,-3.5136
"1601",1601,0.19105,-3.4389
"1601.0278",1601.0278,0.1869,-3.3642
"1601.0556",1601.0556,0.182925,-3.29265
"1601.0833",1601.0833,0.17895,-3.2211
"1601.1111",1601.1111,0.175125,-3.15225
"1601.1389",1601.1389,0.171375,-3.08475
"1601.1667",1601.1667,0.1677,-3.0186
"1601.1944",1601.1944,0.164125,-2.95425
"1601.2222",1601.2222,0.160525,-2.88945
"1601.25",1601.25,0.157075,-2.82735
"1601.2778",1601.2778,0.153725,-2.76705
"1601.3056",1601.3056,0.150375,-2.70675
"1601.3333",1601.3333,0.147175,-2.64915
"1601.3611",1601.3611,0.14395,-2.5911
"1601.3889",1601.3889,0.140825,-2.53485
"1601.4167",1601.4167,0.137725,-2.47905
"1601.4444",1601.4444,0.13465,-2.4237
"1601.4722",1601.4722,0.1317,-2.3706
"1601.5",1601.5,0.12875,-2.3175
"1601.5278",1601.5278,0.12585,-2.2653
"1601.5556",1601.5556,0.122925,-2.21265
"1601.5833",1601.5833,0.12005,-2.1609
"1601.6111",1601.6111,0.1172,-2.1096
"1601.6389",1601.6389,0.114375,-2.05875
"1601.6667",1601.6667,0.111475,-2.00655
"1601.6944",1601.6944,0.10845,-1.9521
"1601.7222",1601.7222,0.105325,-1.89585
"1601.75",1601.75,0.1014,-1.8252
"1601.7778",1601.7778,0.0982,-1.7676
"1601.8056",1601.8056,0.0955,-1.719
"1601.8333",1601.8333,0.09285,-1.6713
"1601.8611",1601.8611,0.090325,-1.62585
"1601.8889",1601.8889,0.087875,-1.58175
"1601.9167",1601.9167,0.085425,-1.53765
"1601.9444",1601.9444,0.083125,-1.49625
"1601.9722",1601.9722,0.08085,-1.4553
"1602",1602,0.078625,-1.41525
"1602.0278",1602.0278,0.076475,-1.37655
"1602.0556",1602.0556,0.074375,-1.33875
"1602.0833",1602.0833,0.072325,-1.30185
"1602.1111",1602.1111,0.070325,-1.26585
"1602.1389",1602.1389,0.06845,-1.2321
"1602.1667",1602.1667,0.06655,-1.1979
"1602.1944",1602.1944,0.0647,-1.1646
"1602.2222",1602.2222,0.06295,-1.1331
"1602.25",1602.25,0.06125,-1.1025
"1602.2778",1602.2778,0.05955,-1.0719
"1602.3056",1602.3056,0.057925,-1.04265
"1602.3333",1602.3333,0.056325,-1.01385
"1602.3611",1602.3611,0.0548,-0.9864
"1602.3889",1602.3889,0.053275,-0.95895
"1602.4167",1602.4167,0.05185,-0.9333
"1602.4444",1602.4444,0.050425,-0.90765
"1602.4722",1602.4722,0.049025,-0.88245
"1602.5",1602.5,0.04765,-0.8577
"1602.5278",1602.5278,0.04635,-0.8343
"1602.5556",1602.5556,0.0451,-0.8118
"1602.5833",1602.5833,0.04385,-0.7893
"1602.6111",1602.6111,0.042675,-0.76815
"1602.6389",1602.6389,0.0415,-0.747
"1602.6667",1602.6667,0.04035,-0.7263
"1602.6944",1602.6944,0.039275,-0.70695
"1602.7222",1602.7222,0.038175,-0.68715
"1602.75",1602.75,0.037175,-0.66915
"1602.7778",1602.7778,0.0361,-0.6498
"1602.8056",1602.8056,0.035125,-0.63225
"1602.8333",1602.8333,0.03415,-0.6147
"1602.8611",1602.8611,0.03325,-0.5985
"1602.8889",1602.8889,0.0323,-0.5814
"1602.9167",1602.9167,0.031425,-0.56565
"1602.9444",1602.9444,0.030575,-0.55035
"1602.9722",1602.9722,0.029725,-0.53505
"1603",1603,0.0289,-0.5202
"1603.0278",1603.0278,0.028125,-0.50625
"1603.0556",1603.0556,0.02735,-0.4923
"1603.0833",1603.0833,0.0266,-0.4788
